               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 170,             0.02745,           0.0078552,                   0,              0.8496,             0.75676,             0.86263,             0.42534,            0.042382,            0.021333,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.025073,           0.0087332,                   0,             0.80962,             0.80469,             0.84887,             0.41225,            0.042575,            0.021539,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.028241,           0.0080468,                   0,             0.85348,             0.83784,             0.87468,             0.42541,            0.042589,            0.021628,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.024837,           0.0074759,                   0,             0.84758,             0.83784,             0.87903,              0.4168,            0.042281,            0.021183,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.025247,           0.0082965,                   0,              0.8662,             0.89189,             0.91494,             0.42678,            0.041562,             0.02142,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.024816,           0.0085278,                   0,             0.83754,             0.86486,             0.90552,             0.42813,            0.041389,            0.021442,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.024218,           0.0077251,                   0,             0.81246,             0.83784,             0.87908,             0.40126,            0.042033,            0.021598,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.025334,           0.0078061,                   0,             0.85199,             0.81081,             0.88223,             0.40291,            0.041975,            0.021787,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.026168,           0.0079556,                   0,             0.82808,             0.78378,             0.86307,             0.39093,            0.042878,            0.022227,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.025528,            0.007526,                   0,              0.8056,             0.78403,             0.85233,             0.39138,            0.042597,            0.022767,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.025611,            0.007656,                   0,             0.87783,             0.77698,             0.86436,             0.39487,            0.042653,            0.022901,                   0,            0.004093,            0.004093,            0.004093
                 181,             0.02495,           0.0062811,                   0,             0.90217,             0.74794,             0.85951,             0.40858,             0.04361,            0.023038,                   0,             0.00406,             0.00406,             0.00406
                 182,             0.02474,           0.0077426,                   0,             0.87828,             0.83784,             0.86833,             0.40982,             0.04361,            0.022974,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.025102,           0.0076382,                   0,             0.82483,             0.78378,             0.82243,             0.39308,             0.04425,            0.023197,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.025486,           0.0076644,                   0,             0.88554,             0.83642,             0.85401,             0.41239,            0.043599,            0.022342,                   0,            0.003961,            0.003961,            0.003961
                 185,             0.02539,           0.0070716,                   0,             0.90683,             0.86486,             0.88277,             0.41697,            0.043705,            0.021988,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.023264,           0.0082433,                   0,             0.86468,             0.86351,             0.87133,             0.42499,            0.042529,            0.021616,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.025527,            0.007776,                   0,             0.87804,             0.81081,             0.85159,             0.41361,             0.04126,            0.021542,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.024368,           0.0080039,                   0,              0.8813,              0.8028,             0.85388,             0.41308,            0.041986,            0.021689,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.024107,           0.0082168,                   0,             0.88441,             0.83784,             0.86365,              0.4239,            0.041472,            0.021904,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.023291,           0.0071566,                   0,             0.85682,             0.80874,             0.85198,             0.43727,            0.041146,            0.021644,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.025031,           0.0075696,                   0,             0.87884,             0.81081,              0.8581,             0.42422,            0.041279,            0.022097,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.024115,           0.0073629,                   0,             0.87898,             0.81081,             0.84957,             0.41891,            0.041401,            0.022741,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.024209,           0.0078742,                   0,             0.90648,             0.83784,             0.87114,             0.43072,            0.041098,            0.022503,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.022257,           0.0073415,                   0,             0.87601,             0.78378,             0.84353,             0.41692,            0.042338,            0.021905,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.024201,           0.0083647,                   0,              0.9109,             0.86486,             0.88862,             0.41596,            0.042278,            0.021499,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.024022,           0.0072047,                   0,             0.85214,             0.81081,             0.85469,             0.42677,              0.0416,            0.021415,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.025743,           0.0076567,                   0,             0.91624,             0.88707,             0.89151,             0.44828,            0.041515,            0.021306,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.022004,           0.0072239,                   0,             0.87782,             0.86486,             0.88311,             0.42019,            0.042093,              0.0219,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.023435,           0.0076613,                   0,             0.88691,             0.86486,             0.87032,             0.42079,            0.042112,            0.022327,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.023331,           0.0070453,                   0,             0.88524,             0.86486,             0.87995,             0.42222,            0.041965,            0.021914,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.022978,           0.0071262,                   0,             0.88391,             0.86486,             0.87551,             0.42566,             0.04154,            0.021884,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.022173,           0.0075143,                   0,             0.91543,             0.89189,             0.90733,              0.4382,            0.040482,            0.021923,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.022829,           0.0080599,                   0,              0.8874,             0.89189,             0.91161,             0.42842,            0.040559,            0.022156,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.022866,            0.006974,                   0,             0.85713,             0.83784,              0.8763,             0.42081,            0.041341,            0.022521,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.023969,           0.0060483,                   0,             0.88514,             0.86486,             0.90166,             0.43197,            0.041203,            0.022619,                   0,            0.003268,            0.003268,            0.003268
                 206,             0.02312,           0.0072857,                   0,             0.82746,             0.81081,             0.85728,              0.4303,             0.04111,            0.022561,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.022701,           0.0075515,                   0,             0.87655,             0.86486,             0.90231,             0.43943,            0.041276,            0.022476,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.021715,           0.0067116,                   0,             0.88142,             0.80372,             0.86001,             0.42877,             0.04148,            0.022635,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.022441,            0.006562,                   0,             0.88188,             0.80725,             0.84481,             0.41222,            0.041218,             0.02315,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.022966,           0.0067577,                   0,              0.9101,             0.83784,             0.85638,             0.42559,             0.04071,            0.023595,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.022537,           0.0072751,                   0,             0.87869,             0.81081,              0.8464,             0.42819,            0.041091,             0.02319,                   0,             0.00307,             0.00307,             0.00307
                 212,             0.02245,           0.0075869,                   0,             0.90689,             0.83784,             0.86454,             0.42429,            0.039699,            0.023087,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.022533,           0.0069921,                   0,             0.90503,             0.83784,             0.87759,             0.43895,            0.039573,            0.022708,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.022259,           0.0070274,                   0,             0.89127,             0.88631,             0.90974,             0.44146,            0.039042,            0.022333,                   0,            0.002971,            0.002971,            0.002971
                 215,             0.02288,           0.0076421,                   0,             0.94258,              0.8875,             0.92226,             0.44106,            0.039305,            0.022349,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.022188,           0.0069129,                   0,             0.94265,             0.88863,             0.91851,             0.45197,            0.039344,            0.022463,                   0,            0.002905,            0.002905,            0.002905
